Sex	Year of birth	Mean height (cm)	Mean height lower 95% uncertainty interval (cm)	Mean height upper 95% uncertainty interval (cm)
Women	1974	166.69	166.09	167.29
Women	1974	159.32	158.33	160.32
Women	1974	157.24	155.68	158.78
Women	1974	155.34	154.56	156.10
Women	1974	158.06	156.58	159.58
Women	1974	155.72	153.31	158.14
Women	1974	156.54	155.15	157.94
Women	1974	158.81	153.93	163.67
Women	1974	152.08	151.63	152.54
Women	1974	149.40	148.71	150.10
Women	1974	163.88	163.21	164.57
Women	1974	161.86	160.85	162.87
Women	1974	159.27	157.54	161.00
Women	1974	159.58	158.50	160.70
Women	1974	162.65	160.62	164.64
Women	1974	164.03	163.61	164.44
Women	1974	157.53	156.74	158.31
Women	1974	161.21	158.72	163.70
Women	1974	163.41	161.53	165.26
Women	1974	160.85	156.27	165.36
Women	1974	162.22	161.43	162.98
Women	1974	160.09	158.94	161.25
Women	1974	156.52	155.74	157.31
Women	1974	163.45	162.56	164.36
Women	1974	166.58	165.76	167.40
Women	1974	161.92	161.11	162.75
Women	1974	158.19	157.23	159.13
Women	1974	159.31	158.48	160.15
Women	1974	166.32	165.56	167.09
Women	1974	165.30	162.94	167.58
Women	1974	156.38	154.77	158.05
Women	1974	157.56	153.01	162.21
Women	1974	159.50	158.91	160.12
Women	1974	160.25	159.79	160.71
Women	1974	162.22	161.52	162.92
Women	1974	153.39	151.94	154.82
Women	1974	157.57	153.27	161.94
Women	1974	160.80	156.15	165.35
Women	1974	159.88	158.78	160.99
Women	1974	166.66	165.81	167.48
Women	1974	164.38	163.10	165.66
Women	1974	158.62	154.20	163.09
Women	1974	158.82	158.08	159.56
Women	1974	158.99	157.89	160.09
Women	1974	156.95	156.29	157.62
Women	1974	155.04	154.37	155.69
Women	1974	151.90	150.86	152.96
Women	1974	159.73	158.84	160.67
Women	1974	163.25	161.66	164.88
Women	1974	166.70	165.65	167.73
Women	1974	161.30	159.65	163.00
Women	1974	159.35	158.48	160.23
Women	1974	158.74	158.25	159.23
Women	1974	162.66	161.16	164.17
Women	1974	159.60	156.82	162.31
Women	1974	158.94	158.23	159.66
Women	1974	165.25	160.39	170.21
Women	1974	158.64	154.14	163.12
Women	1974	163.72	163.43	164.02
Women	1974	163.99	163.56	164.41
Women	1974	160.93	159.52	162.31
Women	1974	159.30	158.40	160.22
Women	1974	159.59	158.22	160.95
Women	1974	156.91	155.52	158.33
Women	1974	153.37	152.80	153.93
Women	1974	155.02	153.88	156.15
Women	1974	158.53	157.85	159.21
Women	1974	160.21	159.42	160.98
Men	1975	165.29	160.05	170.47
Men	1975	174.08	172.57	175.58
Men	1975	172.34	170.96	173.71
Men	1975	175.71	174.46	176.96
Men	1975	175.05	170.09	180.03
Men	1975	169.97	164.72	175.28
Men	1975	172.38	167.41	177.31
Men	1975	173.35	171.67	174.98
Men	1975	172.45	170.85	174.05
Men	1975	178.57	178.02	179.12
Men	1975	177.86	176.32	179.37
Men	1975	171.99	170.72	173.25
Men	1975	172.41	167.52	177.36
Men	1975	168.79	166.95	170.62
Men	1975	164.07	163.12	165.00
Men	1975	175.69	174.02	177.39
Men	1975	177.75	172.63	182.92
Men	1975	179.22	178.48	179.97
Men	1975	168.64	166.57	170.76
Men	1975	170.62	169.28	171.97
Men	1975	172.37	167.60	177.27
Men	1975	164.05	162.64	165.46
Men	1975	166.31	163.76	168.92
Men	1975	180.92	179.38	182.48
Men	1975	173.03	171.85	174.19
Men	1975	171.46	170.82	172.10
Men	1975	163.94	159.10	168.81
Men	1975	177.92	172.98	182.89
Men	1975	171.45	169.92	173.00
Men	1975	168.74	163.87	173.61
Men	1975	174.27	172.63	175.92
Men	1975	162.63	161.10	164.18
Men	1975	171.27	169.90	172.69
Men	1975	177.02	176.15	177.90
Men	1975	169.36	166.74	171.94
Men	1975	173.04	170.53	175.60
Men	1975	170.60	169.68	171.50
Men	1975	169.17	168.79	169.55
Men	1975	170.46	168.68	172.22
Men	1975	168.71	167.90	169.53
Men	1975	166.94	165.39	168.48
Men	1975	170.40	168.68	172.18
Men	1975	175.35	173.63	177.07
Men	1975	169.06	167.41	170.72
Men	1975	169.92	168.76	171.06
Men	1975	179.26	178.06	180.47
Men	1975	171.24	169.96	172.52
Men	1975	174.21	171.09	177.25
Men	1975	179.76	178.88	180.62
Men	1975	180.77	180.11	181.43
Men	1975	168.69	163.83	173.52
Men	1975	175.33	173.56	177.10
Men	1975	171.16	169.66	172.65
Men	1975	169.69	167.07	172.32
Men	1975	165.99	164.59	167.37
Men	1975	170.49	169.72	171.24
Men	1975	168.90	166.23	171.63
Men	1975	170.00	164.88	175.33
Men	1975	169.76	168.62	170.89
Men	1975	180.72	180.16	181.28
Men	1975	168.76	167.42	170.11
Men	1975	174.78	173.83	175.72
Men	1975	179.66	179.20	180.10
Men	1975	177.90	176.93	178.90
Men	1975	176.25	174.72	177.79
Men	1975	170.82	168.24	173.46
Men	1975	168.17	166.38	169.97
Men	1975	175.23	173.69	176.79
Men	1975	179.26	178.65	179.86
Men	1975	170.47	169.42	171.46
Men	1975	176.95	175.80	178.10
Men	1975	172.84	171.27	174.41
Men	1975	176.04	174.29	177.83
Men	1975	163.76	161.75	165.79
Men	1975	170.66	168.33	173.08
Men	1975	170.61	165.85	175.33
Men	1975	170.01	168.41	171.56
Men	1975	172.30	167.43	177.24
Men	1975	167.20	164.50	169.87
Men	1975	176.94	175.44	178.49
Men	1975	181.36	179.62	183.07
Men	1975	164.96	164.47	165.44
Men	1975	162.82	162.08	163.55
Men	1975	172.40	171.94	172.89
Men	1975	171.27	166.45	176.01
Men	1975	177.68	176.79	178.60
Men	1975	175.89	174.89	176.87
Men	1975	176.35	175.68	177.02
Men	1975	174.62	173.49	175.71
Men	1975	171.40	171.12	171.69
Men	1975	172.13	171.07	173.18
Men	1975	171.80	166.79	176.69
Men	1975	172.07	168.92	175.13
Men	1975	169.99	168.69	171.31
Men	1975	172.46	171.62	173.29
Men	1975	171.04	169.46	172.68
Men	1975	160.35	158.93	161.77
Men	1975	179.99	178.33	181.66
Men	1975	174.71	173.14	176.26
Men	1975	168.10	166.94	169.26
Men	1975	165.88	164.67	167.09
Men	1975	174.00	172.43	175.55
Men	1975	178.69	177.61	179.80
Men	1975	177.98	176.35	179.69
Men	1975	178.00	172.98	182.90
Men	1975	164.94	162.34	167.53
Men	1975	165.19	163.68	166.70
Men	1975	166.93	166.31	167.56
Men	1975	164.63	163.10	166.14
Men	1975	173.33	170.80	175.90
Men	1975	171.85	169.30	174.41
Men	1975	165.45	163.82	167.08
Men	1975	168.41	165.84	171.06
Men	1975	170.22	169.27	171.17
Men	1975	167.51	166.94	168.09
Men	1975	169.42	168.13	170.66
Men	1975	174.48	172.91	176.08
Men	1975	168.68	167.76	169.57
Men	1975	177.96	172.96	182.93
Men	1975	171.23	166.43	175.99
Men	1975	166.69	164.99	168.40
Men	1975	164.25	163.04	165.44
Men	1975	170.29	168.87	171.75
Men	1975	168.78	167.88	169.68
Men	1975	162.42	161.33	163.52
Men	1975	182.45	181.57	183.33
Men	1975	177.71	177.12	178.32
Men	1975	167.01	164.30	169.67
Men	1975	171.39	169.74	173.00
Men	1975	168.45	167.20	169.68
Men	1975	175.31	173.68	176.95
Men	1975	169.53	164.24	175.00
Men	1975	180.02	179.40	180.63
Men	1975	172.86	171.80	173.95
Men	1975	169.02	167.41	170.53
Men	1975	167.50	166.41	168.59
Men	1975	168.46	166.84	170.07
Men	1975	168.52	166.12	170.93
Men	1975	164.52	163.05	166.00
Men	1975	171.77	166.47	176.86
Men	1975	164.99	164.07	165.90
Men	1975	162.57	161.16	163.93
Men	1975	176.74	176.20	177.27
Men	1975	172.08	171.70	172.46
Men	1975	171.90	169.18	174.59
Men	1975	171.23	170.05	172.38
Men	1975	175.25	173.13	177.36
Men	1975	176.42	175.98	176.87
Men	1975	166.63	165.56	167.74
Men	1975	170.25	167.69	172.84
Men	1975	172.41	170.79	174.06
Men	1975	172.43	167.46	177.21
Men	1975	173.57	172.77	174.37
Men	1975	170.72	169.55	171.92
Men	1975	168.81	168.01	169.61
Men	1975	175.43	173.86	176.96
Men	1975	180.40	179.61	181.17
Men	1975	174.49	173.62	175.40
Men	1975	167.48	166.33	168.58
Men	1975	171.85	170.97	172.76
Men	1975	179.20	178.41	180.00
Men	1975	178.98	176.50	181.42
Men	1975	167.24	165.62	168.82
Men	1975	168.68	163.77	173.62
Men	1975	169.33	168.68	169.98
Men	1975	173.14	172.67	173.60
Men	1975	175.08	174.36	175.79
Men	1975	164.58	163.05	166.11
Men	1975	168.71	163.71	173.51
Men	1975	172.40	167.51	177.36
Men	1975	170.46	169.25	171.61
Men	1975	180.03	179.70	180.37
Men	1975	177.28	176.61	177.93
Men	1975	171.28	166.59	176.05
Men	1975	171.01	170.22	171.79
Men	1975	171.88	166.89	176.82
Men	1975	167.42	166.24	168.60
Men	1975	166.14	165.44	166.81
Men	1975	161.06	159.58	162.56
Men	1975	170.44	168.93	172.00
Men	1975	174.71	173.14	176.26
Men	1975	177.65	176.58	178.72
Men	1975	173.74	171.70	175.85
Men	1975	173.02	172.08	173.95
Men	1975	173.12	172.55	173.70
Men	1975	172.57	171.00	174.10
Men	1975	170.19	167.37	172.93
Men	1975	168.92	168.00	169.85
Men	1975	177.77	172.78	182.92
Men	1975	171.28	166.40	176.09
Men	1975	177.40	177.09	177.69
Men	1975	177.51	177.05	177.98
Men	1975	173.18	171.60	174.70
Men	1975	170.79	169.70	171.89
Men	1975	168.83	167.51	170.21
Men	1975	170.74	169.23	172.19
Men	1975	163.15	162.57	163.73
Men	1975	164.16	162.59	165.78
Men	1975	169.31	166.79	171.89
Men	1975	171.33	169.90	172.74
Women	1975	156.20	154.69	157.75
Women	1975	161.97	160.52	163.46
Women	1975	159.63	158.29	160.97
Women	1975	164.59	163.39	165.79
Women	1975	162.12	157.35	166.99
Women	1975	158.95	154.14	163.67
Women	1975	160.84	156.27	165.36
Women	1975	159.59	158.46	160.68
Women	1975	158.46	157.53	159.36
Women	1975	164.90	164.36	165.42
Women	1975	165.36	163.77	166.96
Women	1975	158.91	157.76	160.07
Women	1975	160.84	156.22	165.32
Women	1975	157.23	155.52	158.93
Women	1975	151.30	150.69	151.91
Women	1975	164.28	162.74	165.88
Women	1975	165.32	160.54	170.11
Women	1975	165.26	164.55	165.99
Women	1975	156.68	154.76	158.51
Women	1975	159.58	158.88	160.27
Women	1975	160.84	156.17	165.34
Women	1975	153.90	152.53	155.29
Women	1975	152.36	151.60	153.11
Women	1975	167.36	165.73	168.94
Women	1975	162.54	161.45	163.67
Women	1975	158.68	158.14	159.23
Women	1975	153.23	148.61	157.87
Women	1975	164.55	160.00	169.21
Women	1975	162.24	161.54	162.94
Women	1975	156.32	154.83	157.86
Women	1975	162.38	160.70	164.04
Women	1975	153.23	152.51	153.97
Women	1975	160.92	160.19	161.65
Women	1975	163.24	162.38	164.08
Women	1975	159.41	158.02	160.76
Women	1975	162.82	161.77	163.88
Women	1975	157.59	156.68	158.49
Women	1975	158.23	157.86	158.61
Women	1975	157.42	155.65	159.22
Women	1975	155.71	155.10	156.33
Women	1975	156.28	155.37	157.18
Women	1975	158.97	158.16	159.78
Women	1975	164.39	162.71	166.07
Women	1975	155.99	154.61	157.38
Women	1975	160.12	159.39	160.86
Women	1975	165.82	164.52	167.08
Women	1975	159.40	158.17	160.64
Women	1975	161.59	158.63	164.55
Women	1975	167.12	166.30	167.99
Women	1975	167.84	166.87	168.81
Women	1975	157.57	153.08	162.09
Women	1975	164.02	162.37	165.59
Women	1975	157.88	156.96	158.80
Women	1975	157.82	156.92	158.73
Women	1975	153.12	151.78	154.44
Women	1975	158.69	158.21	159.19
Women	1975	153.44	152.40	154.48
Women	1975	158.97	154.10	163.88
Women	1975	157.96	156.83	159.06
Women	1975	167.41	166.86	167.95
Women	1975	156.81	155.97	157.64
Women	1975	162.75	161.81	163.70
Women	1975	166.23	165.79	166.67
Women	1975	164.30	163.36	165.24
Women	1975	164.72	163.21	166.22
Women	1975	160.00	158.96	161.00
Women	1975	162.22	161.05	163.35
Women	1975	163.42	161.91	164.94
Women	1975	166.27	165.68	166.84
Women	1975	159.44	158.80	160.06
Women	1975	163.46	162.36	164.57
Women	1975	160.50	159.02	162.01
Women	1975	164.54	162.94	166.14
Women	1975	149.10	148.25	149.96
Women	1975	159.74	158.87	160.57
Women	1975	159.31	157.82	160.76
Women	1975	158.29	156.79	159.82
Women	1975	159.33	158.53	160.12
Women	1975	153.32	152.45	154.16
Women	1975	163.41	162.03	164.79
Women	1975	167.63	165.98	169.24
Women	1975	152.43	151.97	152.90
Women	1975	151.52	150.78	152.23
Women	1975	158.27	157.82	158.71
Women	1975	158.65	154.13	163.22
Women	1975	163.93	163.10	164.75
Women	1975	161.78	160.78	162.79
Women	1975	162.61	161.96	163.26
Women	1975	163.42	162.41	164.41
Women	1975	158.50	158.23	158.78
Women	1975	158.80	158.19	159.39
Women	1975	160.22	159.06	161.36
Women	1975	159.98	159.28	160.71
Women	1975	158.94	157.63	160.23
Women	1975	159.53	158.74	160.36
Women	1975	159.51	158.60	160.40
Women	1975	151.73	150.68	152.81
Women	1975	167.96	166.41	169.54
Women	1975	160.80	159.29	162.31
Women	1975	158.01	157.07	158.93
Women	1975	157.52	156.56	158.48
Women	1975	160.96	159.46	162.55
Women	1975	165.79	164.77	166.84
Women	1975	165.31	163.75	166.89
Women	1975	160.71	159.12	162.28
Women	1975	153.97	153.11	154.82
Women	1975	156.28	155.57	156.98
Women	1975	155.40	154.79	156.01
Women	1975	152.61	151.58	153.65
Women	1975	162.04	161.27	162.85
Women	1975	159.55	157.00	162.06
Women	1975	153.79	152.28	155.33
Women	1975	160.22	157.74	162.72
Women	1975	156.08	155.14	157.00
Women	1975	154.71	154.19	155.21
Women	1975	158.12	156.87	159.41
Women	1975	162.67	161.61	163.76
Women	1975	158.11	157.26	159.01
Women	1975	164.61	160.11	169.27
Women	1975	158.41	157.30	159.48
Women	1975	155.97	155.18	156.78
Women	1975	154.19	152.96	155.41
Women	1975	160.97	160.20	161.76
Women	1975	156.87	156.02	157.69
Women	1975	151.34	150.68	151.99
Women	1975	168.98	168.14	169.84
Women	1975	164.78	164.21	165.35
Women	1975	154.45	153.56	155.31
Women	1975	160.93	160.20	161.67
Women	1975	158.93	158.23	159.67
Women	1975	163.95	162.30	165.51
Women	1975	157.63	152.65	162.74
Women	1975	166.66	166.04	167.28
Women	1975	159.31	158.31	160.31
Women	1975	157.26	155.71	158.80
Women	1975	155.27	154.50	156.03
Women	1975	158.01	156.51	159.53
Women	1975	155.70	153.30	158.12
Women	1975	156.50	155.12	157.89
Women	1975	158.86	153.98	163.75
Women	1975	152.11	151.65	152.57
Women	1975	149.37	148.66	150.09
Women	1975	163.95	163.27	164.64
Women	1975	161.93	160.93	162.95
Women	1975	159.29	157.54	161.04
Women	1975	159.59	158.51	160.70
Women	1975	162.69	160.68	164.68
Women	1975	164.08	163.65	164.49
Women	1975	157.40	156.62	158.18
Women	1975	161.13	158.62	163.63
Women	1975	163.37	161.45	165.26
Women	1975	160.85	156.28	165.37
Women	1975	162.25	161.46	163.02
Women	1975	160.06	158.92	161.21
Women	1975	156.50	155.72	157.30
Women	1975	163.42	162.52	164.33
Women	1975	166.66	165.83	167.49
Women	1975	161.93	161.10	162.77
Women	1975	158.13	157.18	159.07
Women	1975	159.39	158.55	160.24
Women	1975	166.39	165.64	167.16
Women	1975	165.36	163.07	167.59
Women	1975	156.34	154.73	158.02
Women	1975	157.49	152.92	162.13
Women	1975	159.47	158.87	160.09
Women	1975	160.37	159.92	160.83
Women	1975	162.31	161.62	163.02
Women	1975	153.43	151.97	154.86
Women	1975	157.50	153.17	161.87
Women	1975	160.80	156.12	165.38
Women	1975	159.86	158.75	160.98
Women	1975	166.64	165.77	167.47
Women	1975	164.36	163.06	165.66
Women	1975	158.64	154.20	163.11
Women	1975	158.94	158.20	159.68
Women	1975	158.93	157.84	160.03
Women	1975	156.90	156.23	157.57
Women	1975	155.12	154.44	155.77
Women	1975	151.86	150.81	152.93
Women	1975	159.68	158.77	160.61
Women	1975	163.25	161.65	164.91
Women	1975	166.69	165.64	167.72
Women	1975	161.28	159.58	163.04
Women	1975	159.40	158.52	160.28
Women	1975	158.81	158.32	159.30
Women	1975	162.65	161.15	164.18
Women	1975	159.57	156.75	162.31
Women	1975	158.83	158.12	159.55
Women	1975	165.31	160.45	170.23
Women	1975	158.66	154.15	163.15
Women	1975	163.74	163.45	164.03
Women	1975	163.97	163.55	164.40
Women	1975	160.99	159.54	162.40
Women	1975	159.26	158.35	160.17
Women	1975	159.56	158.18	160.92
Women	1975	156.92	155.53	158.35
Women	1975	153.34	152.78	153.91
Women	1975	154.99	153.86	156.14
Women	1975	158.41	157.73	159.08
Women	1975	160.13	159.34	160.90
Men	1976	165.32	160.09	170.49
Men	1976	174.10	172.59	175.59
Men	1976	172.33	170.92	173.72
Men	1976	175.77	174.49	177.07
Men	1976	175.16	170.13	180.17
Men	1976	169.94	164.71	175.27
Men	1976	172.41	167.44	177.40
Men	1976	173.44	171.72	175.08
Men	1976	172.50	170.89	174.10
Men	1976	178.65	178.10	179.21
Men	1976	177.87	176.32	179.37
Men	1976	171.96	170.67	173.23
Men	1976	172.45	167.54	177.39
Men	1976	168.84	166.96	170.70
Men	1976	164.08	163.12	165.03
Men	1976	175.72	174.02	177.43
Men	1976	177.80	172.66	182.99
Men	1976	179.36	178.62	180.13
Men	1976	168.66	166.55	170.80
Men	1976	170.56	169.21	171.91
Men	1976	172.41	167.62	177.33
Men	1976	164.11	162.71	165.53
Men	1976	166.36	163.86	168.89
Men	1976	180.99	179.44	182.55
Men	1976	173.06	171.89	174.22
Men	1976	171.59	170.95	172.23
Men	1976	164.00	159.15	168.92
Men	1976	177.98	173.03	182.97
Men	1976	171.46	169.91	173.00
Men	1976	168.73	163.84	173.61
Men	1976	174.33	172.66	175.99
Men	1976	162.67	161.12	164.23
Men	1976	171.22	169.84	172.64
Men	1976	177.11	176.23	178.00
Men	1976	169.34	166.71	171.91
Men	1976	173.02	170.49	175.59
Men	1976	170.70	169.77	171.61
Men	1976	169.29	168.90	169.67
Men	1976	170.63	168.78	172.46
Men	1976	168.79	167.97	169.60
Men	1976	166.99	165.43	168.52
Men	1976	170.36	168.62	172.14
Men	1976	175.37	173.59	177.12
Men	1976	169.09	167.37	170.79
Men	1976	169.87	168.70	171.03
Men	1976	179.36	178.16	180.56
Men	1976	171.28	170.00	172.56
Men	1976	174.31	171.26	177.31
Men	1976	179.82	178.91	180.72
Men	1976	180.83	180.15	181.50
Men	1976	168.68	163.84	173.51
Men	1976	175.39	173.62	177.19
Men	1976	171.25	169.75	172.73
Men	1976	169.65	167.03	172.29
Men	1976	166.07	164.67	167.46
Men	1976	170.44	169.68	171.20
Men	1976	168.97	166.28	171.70
Men	1976	169.97	164.86	175.29
Men	1976	169.77	168.63	170.92
Men	1976	180.74	180.18	181.30
Men	1976	168.74	167.41	170.09
Men	1976	174.79	173.84	175.72
Men	1976	179.70	179.23	180.15
Men	1976	178.04	177.04	179.06
Men	1976	176.33	174.79	177.87
Men	1976	170.80	168.21	173.42
Men	1976	168.14	166.33	169.99
Men	1976	175.26	173.73	176.81
Men	1976	179.32	178.69	179.92
Men	1976	170.49	169.45	171.49
Men	1976	177.04	175.93	178.18
Men	1976	172.98	171.40	174.54
Men	1976	176.10	174.34	177.92
Men	1976	163.77	161.73	165.81
Men	1976	170.62	168.27	173.05
Men	1976	170.59	165.81	175.34
Men	1976	170.03	168.42	171.57
Men	1976	172.34	167.44	177.28
Men	1976	167.19	164.50	169.88
Men	1976	177.00	175.43	178.63
Men	1976	181.35	179.53	183.11
Men	1976	165.00	164.51	165.48
Men	1976	162.88	162.14	163.60
Men	1976	172.55	172.09	173.04
Men	1976	171.33	166.50	176.07
Men	1976	177.79	176.88	178.72
Men	1976	176.01	174.99	176.99
Men	1976	176.48	175.78	177.17
Men	1976	174.65	173.52	175.73
Men	1976	171.43	171.14	171.72
Men	1976	172.18	171.13	173.22
Men	1976	171.83	166.81	176.73
Men	1976	172.04	168.86	175.16
Men	1976	170.00	168.69	171.32
Men	1976	172.52	171.69	173.34
Men	1976	171.12	169.54	172.76
Men	1976	160.36	158.96	161.80
Men	1976	180.07	178.38	181.76
Men	1976	174.80	173.25	176.36
Men	1976	168.09	166.93	169.24
Men	1976	165.88	164.67	167.09
Men	1976	174.07	172.49	175.63
Men	1976	178.71	177.60	179.86
Men	1976	178.01	176.37	179.73
Men	1976	178.07	173.03	182.98
Men	1976	164.87	162.23	167.44
Men	1976	165.14	163.61	166.66
Men	1976	167.00	166.37	167.64
Men	1976	164.78	163.25	166.27
Men	1976	173.33	170.79	175.88
Men	1976	171.98	169.38	174.64
Men	1976	165.37	163.74	167.01
Men	1976	168.29	165.70	170.94
Men	1976	170.32	169.34	171.31
Men	1976	167.59	167.02	168.16
Men	1976	169.42	168.12	170.67
Men	1976	174.54	172.95	176.15
Men	1976	168.77	167.85	169.67
Men	1976	178.03	173.01	182.99
Men	1976	171.28	166.47	176.06
Men	1976	166.69	164.97	168.42
Men	1976	164.28	163.07	165.46
Men	1976	170.23	168.82	171.69
Men	1976	168.77	167.87	169.71
Men	1976	162.45	161.36	163.55
Men	1976	182.48	181.59	183.38
Men	1976	177.77	177.17	178.36
Men	1976	167.02	164.29	169.69
Men	1976	171.32	169.67	172.96
Men	1976	168.43	167.19	169.67
Men	1976	175.38	173.75	177.00
Men	1976	169.66	164.37	175.14
Men	1976	180.03	179.39	180.66
Men	1976	172.92	171.86	174.01
Men	1976	169.13	167.51	170.63
Men	1976	167.49	166.39	168.59
Men	1976	168.46	166.82	170.09
Men	1976	168.56	166.15	170.98
Men	1976	164.53	163.06	166.01
Men	1976	171.85	166.57	176.96
Men	1976	165.04	164.11	165.96
Men	1976	162.61	161.22	163.96
Men	1976	176.81	176.27	177.35
Men	1976	172.20	171.80	172.59
Men	1976	171.92	169.15	174.68
Men	1976	171.28	170.10	172.43
Men	1976	175.28	173.16	177.38
Men	1976	176.43	175.99	176.89
Men	1976	166.55	165.48	167.67
Men	1976	170.23	167.67	172.84
Men	1976	172.40	170.77	174.05
Men	1976	172.47	167.49	177.22
Men	1976	173.65	172.85	174.47
Men	1976	170.69	169.51	171.88
Men	1976	168.86	168.05	169.66
Men	1976	175.44	173.89	176.98
Men	1976	180.47	179.68	181.24
Men	1976	174.57	173.68	175.50
Men	1976	167.44	166.29	168.53
Men	1976	171.95	171.05	172.88
Men	1976	179.26	178.48	180.06
Men	1976	179.07	176.66	181.44
Men	1976	167.18	165.55	168.75
Men	1976	168.68	163.77	173.62
Men	1976	169.30	168.65	169.94
Men	1976	173.30	172.83	173.77
Men	1976	175.22	174.49	175.94
Men	1976	164.64	163.09	166.16
Men	1976	168.70	163.69	173.52
Men	1976	172.43	167.49	177.40
Men	1976	170.46	169.26	171.57
Men	1976	180.03	179.70	180.38
Men	1976	177.36	176.69	178.00
Men	1976	171.33	166.61	176.13
Men	1976	171.19	170.39	171.97
Men	1976	171.92	166.91	176.88
Men	1976	167.38	166.19	168.57
Men	1976	166.27	165.57	166.95
Men	1976	161.04	159.56	162.54
Men	1976	170.45	168.95	172.02
Men	1976	174.78	173.20	176.34
Men	1976	177.66	176.59	178.72
Men	1976	173.76	171.68	175.92
Men	1976	173.15	172.20	174.09
Men	1976	173.25	172.67	173.84
Men	1976	172.61	171.03	174.15
Men	1976	170.21	167.36	172.97
Men	1976	168.85	167.92	169.77
Men	1976	177.81	172.78	182.98
Men	1976	171.33	166.42	176.17
Men	1976	177.45	177.15	177.76
Men	1976	177.52	177.07	177.99
Men	1976	173.22	171.62	174.76
Men	1976	170.78	169.68	171.88
Men	1976	168.84	167.52	170.21
Men	1976	170.82	169.31	172.28
Men	1976	163.17	162.59	163.76
Men	1976	164.07	162.50	165.69
Men	1976	169.27	166.73	171.86
Men	1976	171.31	169.87	172.69
Women	1976	156.15	154.64	157.67
Women	1976	161.99	160.54	163.48
Women	1976	159.62	158.26	160.99
Women	1976	164.62	163.36	165.87
Women	1976	162.18	157.41	167.04
Women	1976	158.88	154.08	163.61
Women	1976	160.84	156.26	165.38
Women	1976	159.58	158.45	160.67
Women	1976	158.46	157.53	159.36
Women	1976	164.94	164.39	165.47
Women	1976	165.33	163.76	166.96
Women	1976	158.90	157.74	160.07
Women	1976	160.84	156.21	165.32
Women	1976	157.21	155.47	158.96
Women	1976	151.25	150.65	151.87
Women	1976	164.34	162.79	165.95
Women	1976	165.37	160.59	170.17
Women	1976	165.29	164.58	166.01
Women	1976	156.70	154.75	158.55
Women	1976	159.45	158.74	160.15
Women	1976	160.85	156.14	165.40
Women	1976	153.87	152.49	155.27
Women	1976	152.40	151.64	153.16
Women	1976	167.35	165.72	168.92
Women	1976	162.51	161.42	163.64
Women	1976	158.77	158.22	159.30
Women	1976	153.25	148.66	157.88
Women	1976	164.59	160.03	169.26
Women	1976	162.17	161.47	162.86
Women	1976	156.22	154.73	157.76
Women	1976	162.36	160.65	164.05
Women	1976	153.20	152.48	153.93
Women	1976	160.83	160.10	161.56
Women	1976	163.27	162.39	164.13
Women	1976	159.36	157.96	160.73
Women	1976	162.71	161.64	163.76
Women	1976	157.67	156.76	158.57
Women	1976	158.29	157.93	158.69
Women	1976	157.50	155.66	159.34
Women	1976	155.74	155.12	156.36
Women	1976	156.23	155.32	157.13
Women	1976	158.91	158.11	159.72
Women	1976	164.37	162.66	166.07
Women	1976	155.99	154.57	157.41
Women	1976	160.03	159.31	160.77
Women	1976	165.84	164.55	167.10
Women	1976	159.38	158.14	160.62
Women	1976	161.64	158.70	164.59
Women	1976	167.21	166.36	168.10
Women	1976	167.83	166.86	168.81
Women	1976	157.50	152.98	162.02
Women	1976	164.05	162.39	165.61
Women	1976	157.92	156.99	158.83
Women	1976	157.71	156.81	158.62
Women	1976	153.16	151.81	154.48
Women	1976	158.64	158.15	159.13
Women	1976	153.47	152.45	154.50
Women	1976	158.90	154.03	163.85
Women	1976	157.88	156.75	158.99
Women	1976	167.46	166.92	168.00
Women	1976	156.74	155.91	157.57
Women	1976	162.74	161.79	163.69
Women	1976	166.23	165.78	166.69
Women	1976	164.35	163.39	165.31
Women	1976	164.74	163.22	166.24
Women	1976	159.96	158.92	160.95
Women	1976	162.17	161.01	163.29
Women	1976	163.42	161.91	164.93
Women	1976	166.27	165.68	166.86
Women	1976	159.37	158.73	159.99
Women	1976	163.55	162.47	164.64
Women	1976	160.57	159.09	162.10
Women	1976	164.54	162.96	166.17
Women	1976	149.08	148.24	149.95
Women	1976	159.66	158.80	160.50
Women	1976	159.27	157.79	160.71
Women	1976	158.28	156.78	159.79
Women	1976	159.32	158.50	160.11
Women	1976	153.32	152.45	154.16
Women	1976	163.45	162.01	164.91
Women	1976	167.56	165.87	169.24
Women	1976	152.42	151.96	152.88
Women	1976	151.55	150.82	152.26
Women	1976	158.35	157.91	158.80
Women	1976	158.66	154.14	163.27
Women	1976	163.99	163.14	164.82
Women	1976	161.80	160.79	162.84
Women	1976	162.73	162.05	163.41
Women	1976	163.41	162.42	164.40
Women	1976	158.52	158.24	158.80
Women	1976	158.82	158.21	159.40
Women	1976	160.21	159.04	161.34
Women	1976	159.90	159.19	160.63
Women	1976	158.88	157.55	160.19
Women	1976	159.54	158.75	160.38
Women	1976	159.51	158.59	160.41
Women	1976	151.71	150.66	152.77
Women	1976	168.05	166.48	169.65
Women	1976	160.89	159.37	162.41
Women	1976	157.93	156.98	158.84
Women	1976	157.44	156.49	158.39
Women	1976	161.03	159.51	162.63
Women	1976	165.83	164.77	166.90
Women	1976	165.29	163.74	166.89
Women	1976	160.69	159.11	162.29
Women	1976	153.83	152.96	154.68
